X,"code","glottocode"
2120,"skh","siku1242"
2121,"ski","sika1262"
2122,"skj","seke1240"
2123,"sku","saka1289"
2124,"slc","sali1298"
2125,"slh","sout2965"
2126,"slk","slov1269"
2127,"sll","salt1242"
2128,"sln","sali1253"
2129,"slp","lama1277"
2130,"slr","sala1264"
2131,"slu","sela1259"
2132,"sly","sela1260"
2133,"slz","maya1282"
2134,"sma","sout2674"
2135,"sme","nort2671"
2136,"smq","samo1303"
2137,"smr","sime1241"
2138,"sna","shon1251"
2139,"snc","sina1266"
2140,"snf","noon1242"
2141,"snn","sion1247"
2142,"snp","sian1257"
2143,"snq","sang1333"
2144,"sob","sobe1238"
2145,"sop","song1303"
2146,"sot","sout2807"
2147,"sov","sons1242"
2148,"spo","spok1245"
2149,"spp","supy1237"
2150,"sps","sapo1253"
2151,"spu","sapu1248"
2152,"sqt","soqo1240"
2153,"sri","siri1274"
2154,"srl","isir1237"
2155,"srn","sran1240"
2156,"sro","camp1261"
2157,"srs","sars1236"
2158,"ssb","sout2918"
2159,"ssd","siro1249"
2160,"sse","bala1311"
2161,"ssf","thao1240"
2162,"ssn","waat1238"
2163,"ssp","span1263"
2164,"sst","sina1271"
2165,"ssw","swat1243"
2166,"ssy","saho1246"
2167,"stc","natu1249"
2168,"sto","ston1242"
2169,"stp","sout2976"
2170,"stt","bude1236"
2171,"sua","sulk1246"
2172,"sub","suku1259"
2173,"sue","suen1241"
2174,"sui","suki1245"
2175,"suk","suku1261"
2176,"sum","sumu1234"
2177,"suq","suri1267"
2178,"suv","sulu1241"
2179,"sva","svan1243"
2180,"svs","savo1255"
2181,"swb","maor1244"
2182,"swi","suii1243"
2183,"swl","swed1236"
2184,"swt","sawi1256"
2185,"swv","shek1243"
2186,"sxn","sang1336"
2187,"sza","seme1247"
2188,"szg","seng1278"
2189,"szp","suab1238"
2190,"szw","sawa1247"
2191,"taa","lowe1425"
2192,"tab","taba1259"
2193,"tac","lowl1265"
2194,"tae","tari1256"
2195,"tah","tahi1242"
2196,"tan","nucl1696"
2197,"tao","yami1254"
2198,"tap","taab1238"
2199,"tar","cent2131"
2200,"tat","tata1255"
2201,"tav","tatu1247"
2202,"tba","aika1237"
2203,"tbc","taki1248"
2204,"tbd","kaki1249"
2205,"tbg","nort2920"
2206,"tbh","thur1254"
2207,"tbi","gaam1241"
2208,"tbl","tbol1240"
2209,"tbo","tawa1275"
2210,"tbu","tuba1279"
2211,"tbw","tagb1258"
2212,"tby","taba1263"
2213,"tcb","tana1290"
2214,"tcc","dato1239"
2215,"tcf","mali1285"
2216,"tcg","tama1336"
2217,"tcs","torr1261"
2218,"tdh","thul1246"
2219,"tdn","tond1251"
2220,"tds","dout1240"
2221,"tea","temi1246"
2222,"tee","hueh1236"
2223,"teh","tehu1242"
2224,"teo","teso1249"
2225,"tep","tepe1278"
2226,"teq","nucl1339"
2227,"ter","tere1279"
2228,"tet","tetu1245"
2229,"teu","sooo1256"
2230,"tex","tenn1246"
2231,"tfn","tana1289"
2232,"tfr","teri1250"
2233,"tft","tern1247"
2234,"tgc","tiga1245"
2235,"tge","east2346"
2236,"tgg","tang1348"
2237,"tgk","taji1245"
2238,"tgo","sude1239"
2239,"thd","thay1249"
2240,"thf","than1259"
2241,"thp","thom1243"
2242,"ths","thak1245"
2243,"thv","taha1241"
2244,"tif","tifa1245"
2245,"tih","timu1262"
2246,"til","till1254"
2247,"tin","tind1238"
2248,"tio","teop1238"
2249,"tir","tigr1271"
2250,"tiv","tivv1240"
2251,"tiw","tiwi1244"
2252,"tiy","tiru1241"
2253,"tjm","timu1245"
2254,"tkl","toke1240"
2255,"tkm","take1257"
2256,"tkr","tsak1249"
2257,"tks","take1255"
2258,"tkw","tean1237"
2259,"tlb","tobe1252"
2260,"tlc","yecu1235"
2261,"tld","tala1285"
2262,"tlj","tali1258"
2263,"tll","tete1250"
2264,"tlo","talo1250"
2265,"tly","taly1247"
2266,"tma","tama1331"
2267,"tmc","tuma1260"
2268,"tmd","haru1245"
2269,"tmq","tuml1238"
2270,"tms","tima1241"
2271,"tmu","iauu1242"
2272,"tna","taca1256"
2273,"tnc","tani1257"
2274,"tnd","ango1257"
2275,"tnk","kwam1252"
2276,"tnl","lena1238"
2277,"tnm","tabl1243"
2278,"tnt","tont1239"
2279,"tob","toba1269"
2280,"toi","tong1318"
2281,"toj","tojo1241"
2282,"too","xico1235"
2283,"tos","high1243"
2284,"tow","jeme1245"
2285,"tpj","tapi1253"
2286,"tpm","tamp1252"
2287,"tpq","tukp1239"
2288,"tpt","tlac1235"
2289,"tpy","trum1247"
2290,"tqo","toar1246"
2291,"tqw","tonk1249"
2292,"trg","lish1246"
2293,"tri","trio1238"
2294,"tro","tara1313"
2295,"trr","taus1253"
2296,"trs","chic1273"
2297,"trv","taro1264"
2298,"trw","torw1241"
2299,"tsg","taus1251"
2300,"tsi","nucl1649"
2301,"tsj","tsha1245"
2302,"tsm","turk1288"
2303,"tsn","tswa1253"
2304,"tso","tson1249"
2305,"tsq","thai1240"
2306,"tss","taiw1241"
2307,"tsu","tsou1248"
2308,"tsv","tsog1243"
2309,"tta","tute1247"
2310,"ttc","tekt1235"
2311,"tti","toba1266"
2312,"ttm","nort2941"
2313,"ttr","tera1251"
2314,"ttt","musl1236"
2315,"tty","sika1263"
2316,"tub","tuba1278"
2317,"tue","tuyu1244"
2318,"tuh","taul1251"
2319,"tui","tupu1244"
2320,"tuk","turk1304"
2321,"tuo","tuca1252"
2322,"tus","tusc1257"
2323,"tuv","turk1308"
2324,"tvk","sout2859"
2325,"tvl","tuva1244"
2326,"tvo","tido1248"
2327,"tvt","tuts1235"
2328,"twa","twan1247"
2329,"twf","nort1550"
2330,"twu","term1237"
2331,"txn","west2538"
2332,"txu","kaya1330"
2333,"txx","tata1257"
2334,"tya","tauy1241"
2335,"typ","thay1248"
2336,"tza","tanz1238"
2337,"tzb","tzel1255"
2338,"tzc","tzot1262"
2339,"tzm","cent2194"
2340,"tzn","tugu1245"
2341,"tzs","tzot1260"
2342,"tzt","tzut1249"
2343,"tzz","tzot1264"
2344,"ubu","umbu1258"
2345,"uby","ubyk1235"
2346,"ude","udih1248"
2347,"udi","udii1243"
2348,"udl","wuzl1236"
2349,"ugn","ugan1238"
2350,"uks","urub1243"
2351,"ulc","ulch1241"
2352,"uli","ulit1238"
2353,"ulk","meri1244"
2354,"uma","umat1237"
2355,"umb","umbu1257"
2356,"ump","umpi1239"
2357,"umu","muns1251"
2358,"ung","ngar1284"
2359,"unp","west2435"
2360,"upv","urip1239"
2361,"ura","urar1246"
2362,"urb","urub1250"
2363,"ure","uruu1244"
2364,"urf","urad1239"
2365,"urh","urho1239"
2366,"uri","urim1252"
2367,"urk","urak1238"
2368,"urt","urat1244"
2369,"ury","orya1242"
2370,"usa","usar1243"
2371,"ute","utes1238"
2372,"uum","urum1249"
2373,"uur","urav1235"
2374,"uwa","kuku1280"
2375,"uzn","nort2690"
2376,"vaf","vafs1240"
2377,"vai","vaii1241"
2378,"vam","vani1248"
2379,"van","valm1241"
2380,"var","huar1255"
2381,"vas","vasa1239"
2382,"vay","wayu1241"
2383,"ved","vedd1240"
2384,"ven","vend1245"
2385,"vep","veps1250"
2386,"vif","vili1238"
2387,"viv","idun1242"
2388,"vka","kari1304"
2389,"vkt","teng1267"
2390,"vma","mart1255"
2391,"vnm","vinm1237"
2392,"vot","voti1245"
2393,"waa","wall1238"
2394,"wac","wasc1239"
2395,"wal","wola1242"
2396,"wam","wamp1249"
2397,"wao","wapp1239"
2398,"waq","wage1238"
2399,"war","wara1300"
2400,"was","wash1253"
2401,"wau","waur1244"
2402,"waw","waiw1244"
2403,"wax","wata1253"
2404,"way","waya1269"
2405,"wba","wara1303"
2406,"wbj","alag1248"
2407,"wbk","waig1243"
2408,"wbl","wakh1245"
2409,"wbt","wanm1242"
2410,"wbv","waja1257"
2411,"wca","yano1262"
2412,"wdj","wadj1254"
2413,"wed","weda1241"
2414,"wem","weme1239"
2415,"wep","west2356"
2416,"wer","weri1253"
2417,"wgg","wang1290"
2418,"wgy","warr1255"
2419,"whg","nort2921"
2420,"wib","sout2797"
2421,"wig","wikn1245"
2422,"win","hoch1243"
2423,"wit","wint1259"
2424,"wiv","mudu1242"
2425,"wiw","wira1260"
2426,"wiy","wiyo1248"
2427,"wkw","waka1274"
2428,"wlg","kunb1251"
2429,"wlo","woli1241"
2430,"wls","wall1257"
2431,"wmb","wamb1258"
2432,"wme","wamb1257"
2433,"wms","wamb1259"
2434,"wmt","walm1241"
2435,"wnc","want1252"
2436,"wnd","wand1263"
2437,"wng","wang1299"
2438,"wnu","usan1239"
2439,"woa","tyar1236"
2440,"woe","wole1240"
2441,"wog","woga1249"
2442,"woi","kama1365"
2443,"wos","hang1263"
2444,"wra",NA
2445,"wrb","warl1256"
2446,"wrg","waru1264"
2447,"wrm","waru1265"
2448,"wrp","waro1242"
2449,"wrr","ward1246"
2450,"wrs","wari1266"
2451,"wrz","wara1290"
2452,"wsa","ware1253"
2453,"wsk","wask1241"
2454,"wti","bert1248"
2455,"wwr","warr1258"
2456,"wya","wyan1247"
2457,"wyb","wang1291"
2458,"wyy","west2519"
2459,"xac","kach1279"
2460,"xal","kalm1243"
2461,"xam","xamm1241"
2462,"xas","kama1351"
2463,"xav","xava1240"
2464,"xaw","kawa1283"
2465,"xbi","komb1272"
2466,"xbr","kamb1299"
2467,"xch","chim1310"
2468,"xcm","come1251"
2469,"xcw","coah1252"
2470,"xed","hdii1240"
2471,"xer","xere1240"
2472,"xho","xhos1239"
2473,"xki","keny1241"
2474,"xkp","kaba1276"
2475,"xmf","ming1252"
2476,"xmm","mala1481"
2477,"xmu","kamu1258"
2478,"xns","kana1283"
2479,"xok","xokl1240"
2480,"xom","komo1258"
2481,"xra","krah1246"
2482,"xsi","sioo1240"
2483,"xsl","sout2959"
2484,"xsr","sher1255"
2485,"xsu","sanu1240"
2486,"xte","kete1254"
2487,"xub","bett1235"
2488,"xuo","kuoo1238"
2489,"xuu","kxoe1243"
2490,"xwg","kweg1241"
2491,"xxk","keoo1238"
2492,"yaa","yami1256"
2493,"yad","yagu1244"
2494,"yae","pume1238"
2495,"yag","yama1264"
2496,"yah","yazg1240"
2497,"yai","yagn1238"
2498,"yao","yaoo1241"
2499,"yap","yape1248"
2500,"yaq","yaqu1251"
2501,"ybe","west2402"
2502,"ybi","yamp1242"
2503,"ycn","yucu1253"
2504,"ydd","east2295"
2505,"yee","yima1243"
2506,"yey","yeyi1239"
2507,"ygr","yaga1260"
2508,"yia","ying1247"
2509,"yih","west2361"
2510,"yii","yidi1250"
2511,"yij","yind1247"
2512,"yiy","yiry1245"
2513,"yka","yaka1277"
2514,"ykg","nort2745"
2515,"yky","yako1252"
2516,"yle","yele1255"
2517,"yli","angg1239"
2518,"yll","yill1241"
2519,"ylr","yala1262"
2520,"yly","nyal1254"
2521,"ynd","yand1253"
2522,"ynk","nauk1242"
2523,"ynn","yana1271"
2524,"yns","yans1239"
2525,"yok","yoku1256"
2526,"yon","yong1280"
2527,"yrb","yare1248"
2528,"ysr","sire1246"
2529,"yss","yess1239"
2530,"yua","yuca1254"
2531,"yuf","hava1248"
2532,"yui","yuru1263"
2533,"yuj","kark1258"
2534,"yuk","yuki1243"
2535,"yul","yulu1243"
2536,"yum","quec1382"
2537,"yup","yukp1241"
2538,"yur","yuro1248"
2539,"yuu","yugh1240"
2540,"yuy","east2337"
2541,"yuz","yura1255"
2542,"ywr","yawu1244"
2543,"ywt","xish1235"
2544,"zaa","sier1250"
2545,"zab","sanj1284"
2546,"zag","zagh1240"
2547,"zai","isth1244"
2548,"zav","yatz1235"
2549,"zaw","mitl1236"
2550,"zay","zays1235"
2551,"zea","zeeu1238"
2552,"zen","zena1248"
2553,"zga","nucl1379"
2554,"zgb","guib1245"
2555,"zik","zima1244"
2556,"zkk","kara1289"
2557,"zlm","mala1479"
2558,"zmc","marg1253"
2559,"zmi","nege1240"
2560,"zml","madn1237"
2561,"zmq","mitu1240"
2562,"zmt","mari1419"
2563,"zmu","muru1266"
2564,"zoh","chim1300"
2565,"zor","rayo1235"
2566,"zos","fran1266"
2567,"zpd","sout3005"
2568,"zpi","sant1451"
2569,"zpm","mixt1426"
2570,"zpq","zoog1238"
2571,"zpz","texm1235"
2572,"zro","zapa1253"
2573,"zrs","nucl1594"
2574,"azj","nort2697"
2575,"cqd","chua1256"
2576,"hus","huas1242"
2577,"jac","popt1235"
2578,"kjd","sout2949"
2579,"moq","morb1239"
2580,"taj","east2347"
2581,"tpx","acat1239"
2582,"vmb","mbab1239"
2583,"wgi","nucl1620"
2584,"aap","para1310"
2585,"adc",NA
2586,"adw","amun1246"
2587,"ako","akur1238"
2588,"anb","ando1255"
2589,"api","apia1248"
2590,"aqz","akun1241"
2591,"ark","arik1265"
2592,"ash","abis1238"
2593,"asn","xing1248"
2594,"atr","waim1253"
2595,"avv","avac1239"
2596,"awe","awet1244"
2597,"awt","araw1273"
2598,"axg","mato1253"
2599,"bdc","embe1259"
2600,"caw","call1235"
2601,"cbb","cabi1241"
2602,"ccc","cham1318"
2603,"ceg","cham1315"
2604,"cht","chol1284"
2605,"cot","caqu1242"
2606,"cox","nant1250"
2607,"cpb","ucay1237"
2608,"cpc","ajyi1238"
2609,"cpu","pich1237"
2610,"crq","iyow1239"
2611,"gny",NA
2612,"gqn","guan1270"
2613,"gun","mbya1239"
2614,"guu","yano1261"
2615,"gvj","guaj1256"
2616,"gvp","para1315"
2617,"gyr","guar1292"
2618,"inj","jung1240"
2619,"inp","inap1242"
2620,"kav","nucl1668"
2621,"kbb","kaxu1237"
2622,"knt","pano1254"
2623,"ktx","kaxa1239"
2624,"kxo","kano1245"
2625,"kyr","kuru1309"
2626,"ltn","latu1238"
2627,"lul","olub1238"
2628,"mav","sate1243"
2629,"mmh","mehi1240"
2630,"mpd","mach1268"
2631,"mpu","maku1278"
2632,"mtp","wich1262"
2633,"mts","yora1241"
2634,"myr","muni1258"
2635,"nhd","chir1286"
2636,"noj","nonu1241"
2637,"nuc","nuku1263"
2638,"omc","moch1259"
2639,"opy","ofay1240"
2640,"orw","orow1243"
2641,"pah","tenh1241"
2642,"pak","para1312"
2643,"pbg","para1316"
2644,"pcp","paca1246"
2645,"pev","pemo1245"
2646,"pno","pano1255"
2647,"prq","ashe1272"
2648,"prr","puri1262"
2649,"psx",NA
2650,"pta","pait1247"
2651,"pto","zoee1240"
2652,"pyn","poya1241"
2653,"qpt",NA
2654,"qub","hual1241"
2655,"quf","lamb1276"
2656,"quk","chac1250"
2657,"qul","nort2976"
2658,"qus","sant1432"
2659,"quw","tena1240"
2660,"qvo","napo1242"
2661,"qvs","sanm1289"
2662,"qwa","coro1247"
2663,"qxl","sala1272"
2664,"qxn","nort2979"
2665,"qxw","jauj1238"
2666,"rey","reye1240"
2667,"sae","saba1268"
2668,"sha","shal1242"
2669,"sru","suru1262"
2670,"suy","suya1243"
2671,"swx","suru1263"
2672,"sya","sian1254"
2673,"taf","tapi1254"
2674,"tit","tini1245"
2675,"tpn","tupi1273"
2676,"tpr","tupa1250"
2677,"tqb","temb1276"
2678,"trn","trin1274"
2679,"tuf","cent2150"
2680,"txi","ikpe1245"
2681,"umo","umot1240"
2682,"unk","enaw1238"
2683,"urz","urue1240"
2684,"vil","vile1241"
2685,"xet","xeta1241"
2686,"xir","xiri1243"
2687,"xiy","xipa1240"
2688,"xor","koru1247"
2689,"xri","krik1239"
2690,"xwa","kwaz1243"
2691,"yab","yuhu1238"
2692,"yar","yaba1248"
2693,"yau","yuwa1244"
2694,"yaw","yawa1261"
2695,"yme","yame1242"
2696,"yrl","nhen1239"
2697,"yrm","dang1262"
2698,"yuq","yuqu1240"
2699,"yvt","yavi1244"
2700,"ywn","yawa1260"
2701,"zkp","saop1235"
2702,"aab","alum1246"
2703,"aac","arii1243"
2704,"aad","amal1242"
2705,"aae","arbe1236"
2706,"aaf","aran1261"
2707,"aag","ambr1239"
2708,"aah","abua1245"
2709,"aai","arif1239"
2710,"aak","anka1246"
2711,"aan","anam1249"
2712,"aao","alge1240"
2713,"aaq","east2544"
2714,"aas","aasa1238"
2715,"aat","arva1236"
2716,"aaw","solo1258"
2717,"aax","mand1444"
2718,"aaz","amar1273"
2719,"aba","abee1242"
2720,"abc","amba1267"
2721,"abd","cama1250"
2722,"abf","abai1240"
2723,"abg","abag1245"
2724,"abh","taji1248"
2725,"abl","lamp1242"
2726,"abm","aban1242"
2727,"abn","abua1244"
2728,"abo","abon1238"
2729,"abp","aben1249"
2730,"abr","abro1238"
2731,"abs","ambo1250"
2732,"abu","abur1243"
2733,"abw","pall1244"
2734,"abx","inab1237"
2735,"aby","anem1248"
2736,"acb","anca1236"
2737,"acd","giky1238"
2738,"acf","sain1246"
2739,"ack","akak1251"
2740,"acl","akar1243"
2741,"acp","east2403"
2742,"acq","taiz1242"
2743,"acs","acro1239"
2744,"act","acht1238"
2745,"acx","oman1239"
2746,"acz","ache1245"
2747,"add","dzod1238"
2748,"ade","adel1244"
2749,"adf","dhof1235"
2750,"adg","ande1247"
2751,"adh","adho1243"
2752,"ado","abuu1241"
2753,"adq","adan1248"
2754,"adr","adon1237"
2755,"aea","areb1238"
2756,"aec","said1239"
2757,"aee","nort2666"
2758,"aek","haek1239"
2759,"ael","ambe1247"
2760,"aem","arem1240"
2761,"aen","arme1259"
2762,"aeq","aerr1238"
2763,"aeu","akeu1235"
2764,"aew","amba1269"
2765,"aez","aeka1244"
2766,"afd","anda1283"
2767,"afe","putu1241"
2768,"afg","afgh1239"
2769,"afi","akru1241"
2770,"afk","nanu1240"
2771,"afo","eloy1241"
2772,"afp","tape1242"
2773,"afs","afro1254"
2774,"aft","afit1238"
2775,"afu","awut1241"
2776,"aga","agua1251"
2777,"agc","agat1236"
2778,"age","anga1293"
2779,"agf","argu1237"
2780,"agi","agar1251"
2781,"agj","argo1244"
2782,"agk","isar1235"
2783,"agl","femb1238"
2784,"ago","tain1253"
2785,"agp","para1320"
2786,"ags","esim1238"
2787,"agv","remo1247"
2788,"agw","kahu1241"
2789,"agy","sout2905"
2790,"agz","mtir1235"
2791,"aha","ahan1243"
2792,"ahb","axam1237"
2793,"ahi","tiag1235"
2794,"ahm","mobu1235"
2795,"ahn","ahan1244"
2796,"aho","ahom1240"
2797,"ahs","ashe1269"
2798,"aic","ainb1238"
2799,"aid","alng1239"
2800,"aif","agii1245"
2801,"aig","anti1245"
2802,"aih","aich1238"
2803,"aik","akee1238"
2804,"ail","aime1238"
2805,"aim","aimo1244"
2806,"aio","aito1238"
2807,"aip","buru1307"
2808,"aiq","aima1241"
2809,"air","airo1242"
2810,"ais","nata1254"
2811,"ait","arik1264"
2812,"aix","aigh1235"
2813,"aiy","alii1240"
2814,"ajt","jude1263"
2815,"aju","jude1265"
2816,"ajw","ajaw1236"
2817,"ajz","amri1238"
2818,"akb","bata1290"
2819,"akd","ukpe1249"
2820,"akf","akpa1238"
2821,"akg","anak1240"
2822,"akh","anga1292"
2823,"aki","aiom1240"
2824,"akj","akaj1239"
2825,"akk","akka1240"
2826,"akm","akab1248"
2827,"akp","siwu1238"
2828,"akq","akkk1240"
2829,"aks","akas1242"
2830,"akt","akol1237"
2831,"aku","akum1238"
2832,"akw","akwa1248"
2833,"aky","akak1253"
2834,"ala","alag1242"
2835,"alf","aleg1238"
2836,"ali","amai1246"
2837,"alj","alan1249"
2838,"alk","alak1253"
2839,"all","alla1247"
2840,"alm","ambl1237"
2841,"aln","gheg1238"
2842,"alw","alab1254"
2843,"alx","amol1235"
2844,"alz","alur1250"
2845,"ama","aman1266"
2846,"amb","ambo1249"
2847,"amg","amar1271"
2848,"amj","amda1238"
2849,"aml","warj1242"
2850,"amq","amah1245"
2851,"ams","sout2954"
2852,"amt","amto1250"
2853,"amv","ambe1248"
2854,"amw","west2763"
2855,"amx","anma1239"
2856,"amz","atam1239"
2857,"ana","anda1286"
2858,"and","ansu1237"
2859,"anf","anim1239"
2860,"ang","olde1238"
2861,"anj","anor1241"
2862,"anl","anuu1241"
2863,"anm","anal1239"
2864,"anp","angi1238"
2865,"anr","andh1242"
2866,"ans","anse1238"
2867,"anv","deny1238"
2868,"anw","anaa1238"
2869,"anx","andr1248"
2870,"aob","abom1238"
2871,"aod","anda1284"
2872,"aoe","anga1294"
2873,"aof","brag1240"
2874,"aog","ango1255"
2875,"aoh","arma1244"
2876,"aok","arho1237"
2877,"aol","alor1247"
2878,"aon","bumb1241"
2879,"aor","aore1237"
2880,"aos","taik1255"
2881,"aot","aton1241"
2882,"aou","aoua1234"
2883,"aox","ator1244"
2884,"apf","agta1234"
2885,"apg","ampa1239"
2886,"apk","kiow1264"
2887,"apl","lipa1241"
2888,"apo","apal1255"
2889,"app","apma1240"
2890,"aps","arop1242"
2891,"apv","alap1235"
2892,"apx","aput1237"
2893,"aqd","ampa1238"
2894,"aqg","arig1246"
2895,"aqm","atoh1238"
2896,"aqn","nort2875"
2897,"aqr","arha1237"
2898,"arg","arag1245"
2899,"arj","arap1275"
2900,"arq","alge1239"
2901,"ars","najd1235"
2902,"aru","arua1263"
2903,"arx","arua1261"
2904,"asb","assi1247"
2905,"asc","casu1237"
2906,"asd","asas1240"
2907,"asg","cish1238"
2908,"asi","buru1308"
2909,"asj","nsar1238"
2910,"ask","ashk1246"
2911,"asl","asil1242"
2912,"aso","dano1240"
2913,"asp","alge1235"
2914,"asq","aust1252"
2915,"asr","asur1254"
2916,"ass","ipul1238"
2917,"asv","asoa1238"
2918,"asw","aust1253"
2919,"asx","mura1271"
2920,"asy","yaos1235"
2921,"asz","asss1237"
2922,"ata","pele1245"
2923,"atb","zaiw1241"
2924,"atc","atsa1242"
2925,"atd","atam1240"
2926,"ate","atem1241"
2927,"atg","ivbi1241"
2928,"ati","atti1239"
2929,"atk","atii1237"
2930,"atl","mtir1236"
2931,"atm","ataa1240"
2932,"atn","asht1244"
2933,"ato","aton1242"
2934,"atp","pudt1235"
2935,"ats","gros1243"
2936,"att","pamp1244"
2937,"atu","reel1238"
2938,"atv","nort2686"
2939,"atx","arut1244"
2940,"atz","arta1239"
2941,"aua","asum1237"
2942,"aub","alug1235"
2943,"aud","anut1237"
2944,"aue","kxau1241"
2945,"aug","agun1238"
2946,"auh","aush1241"
2947,"aui","anuk1239"
2948,"auj","awji1241"
2949,"auk","heyo1240"
2950,"aum","asun1235"
2951,"auo","auyo1240"
2952,"aup","maka1315"
2953,"auq","anus1237"
2954,"aur","arue1240"
2955,"aut","aust1304"
2956,"auu","auye1238"
2957,"aux","aura1243"
2958,"auz","uzbe1248"
2959,"avb","avau1237"
2960,"avd","alvi1241"
2961,"ave","aves1237"
2962,"avk","kota1280"
2963,"avl","east2690"
2964,"avo","agav1236"
2965,"avs","aush1242"
2966,"awc","cici1237"
2967,"awg","angu1242"
2968,"awh","awbo1238"
2969,"awk","awab1243"
2970,"awm","araw1272"
2971,"awo","awak1250"
2972,"awr","awer1241"
2973,"aws","sout2941"
2974,"awu","cent2118"
2975,"awv","jair1235"
2976,"aww","awun1245"
2977,"awx","awar1248"
2978,"awy","eder1237"
2979,"axl","lowe1436"
2980,"axx","xara1243"
2981,"aya","awar1249"
2982,"ayb","ayiz1245"
2983,"ayc","sout2996"
2984,"ayd","ayab1239"
2985,"aye","ayer1245"
2986,"ayg","giny1241"
2987,"ayh","hadr1236"
2988,"ayi","leyi1238"
2989,"ayk","akuk1235"
2990,"ayp","nort3142"
2991,"ayq","ayip1235"
2992,"ays","sors1239"
2993,"ayt","bata1297"
2994,"ayu","ayuu1242"
2995,"ayy","taya1256"
2996,"aza","azha1235"
2997,"azd","east2695"
2998,"azg","sanp1260"
2999,"azm","ipal1235"
3000,"azn","west2778"
3001,"azo","awin1248"
3002,"azt","fair1238"
3003,"bab","bain1259"
3004,"bac","badu1237"
3005,"baf","nuba1241"
3006,"bah","baha1260"
3007,"baj","bara1367"
3008,"bap","bant1281"
3009,"bau","bada1258"
3010,"bay","batu1258"
3011,"bbe","bang1345"
3012,"bbf","baib1251"
3013,"bbg","bara1362"
3014,"bbh","buga1247"
3015,"bbi","baro1252"
3016,"bbm","baba1263"
3017,"bbn","unea1237"
3018,"bbp","west2458"
3019,"bbq","bama1251"
3020,"bbr","gira1247"
3021,"bbs","bakp1238"
3022,"bbt","mbur1239"
3023,"bbu","kulu1255"
3024,"bbv","karn1252"
3025,"bbw","baba1264"
3026,"bby","befa1241"
3027,"bbz","baba1273"
3028,"bcc","sout2642"
3029,"bcd","nort2860"
3030,"bce","bame1260"
3031,"bcf","bamu1257"
3032,"bch","bari1286"
3033,"bcn","bali1245"
3034,"bcp","bali1274"
3035,"bcr","babi1235"
3036,"bct","bend1260"
3037,"bcu","awad1244"
3038,"bcv","shoo1247"
3039,"bcy","baca1246"
3040,"bcz","bain1261"
3041,"bda","bayo1255"
3042,"bdb","basa1286"
3043,"bdd","buna1276"
3044,"bdi","buru1301"
3045,"bdj","baii1251"
3046,"bdn","bald1241"
3047,"bdo","moro1281"
3048,"bdp","bend1258"
3049,"bdt","boko1261"
3050,"bdv","bodo1266"
3051,"bdx","budo1241"
3052,"bdz","bade1240"
3053,"bea","beav1236"
3054,"beb","bebe1248"
3055,"bec","icev1238"
3056,"bed","bedo1237"
3057,"beg","bela1260"
3058,"bei","beka1241"
3059,"bek","bebe1252"
3060,"bem","bemb1257"
3061,"beo","beam1240"
3062,"bep","beso1237"
3063,"bes","besm1235"
3064,"bet","guib1246"
3065,"beu","blag1240"
3066,"bey","beli1258"
3067,"bez","bena1262"
3068,"bfb","paur1238"
3069,"bfc","nort2724"
3070,"bfe","beta1253"
3071,"bff","bofi1238"
3072,"bfg","busa1255"
3073,"bfh","blaf1238"
3074,"bfj","bafa1249"
3075,"bfk","bank1251"
3076,"bfm","mmen1238"
3077,"bfn","buna1278"
3078,"bfo","malb1235"
3079,"bfp","beba1238"
3080,"bfr","bazi1237"
3081,"bfs","sout2730"
3082,"bfx","bant1293"
3083,"bfy","bagh1251"
3084,"bfz","maha1287"
3085,"bga","gwam1244"
3086,"bgb","bobo1255"
3087,"bgc","hary1238"
3088,"bgd","rath1242"
3089,"bge","baur1251"
3090,"bgf","bang1347"
3091,"bgg","bugu1246"
3092,"bgi","gian1241"
3093,"bgj","bang1356"
3094,"bgk","bitt1240"
3095,"bgl","bola1249"
3096,"bgm","baga1276"
3097,"bgn","west2368"
3098,"bgo","baga1273"
3099,"bgs","taga1272"
3100,"bgt","bugh1239"
3101,"bgu","mbon1253"
3102,"bgv","wark1247"
3103,"bgw","bhat1265"
3104,"bgx","balk1254"
3105,"bgy","beng1287"
3106,"bha","bhar1241"
3107,"bhc","biga1238"
3108,"bhd","bhad1241"
3109,"bhe","bhay1238"
3110,"bhf","odia1239"
3111,"bhh","bukh1238"
3112,"bhi","bhil1253"
3113,"bhj","bahi1252"
3114,"bhk","alba1269"
3115,"bhl","bimi1240"
3116,"bhn","boht1238"
3117,"bhr","bara1369"
3118,"bhs","buwa1243"
3119,"bht","bhat1263"
3120,"bhu","bhun1242"
3121,"bhv","baha1257"
3122,"bhz","bada1261"
3123,"bie","bepo1240"
3124,"big","bian1252"
3125,"bij",NA
3126,"bil","bile1244"
3127,"biq","bipi1237"
3128,"bir","biso1243"
3129,"bit","beri1253"
3130,"biu","biet1238"
3131,"biv","sout2790"
3132,"biw","kolc1235"
3133,"bix","bijo1238"
3134,"biy","birh1242"
3135,"biz","balo1261"
3136,"bja","budz1238"
3137,"bjc","bari1290"
3138,"bje","biao1254"
3139,"bjf","barz1241"
3140,"bjg","bidy1244"
3141,"bjj","kana1281"
3142,"bjk","baro1253"
3143,"bjl","bulu1253"
3144,"bjm","baje1238"
3145,"bjn","banj1239"
3146,"bjo","mids1243"
