X,"code","glottocode"
6174,"sdr","orao1237"
6175,"sds","sene1271"
6176,"sdu","saru1242"
6177,"sdx","sibu1258"
6178,"sdz","sall1238"
6179,"sec","sech1246"
6180,"seg","sege1246"
6181,"sej","sene1263"
6182,"sek","seka1250"
6183,"seo","suar1238"
6184,"sep","sici1249"
6185,"seu","seru1244"
6186,"sev","nyar1245"
6187,"sew","sewa1251"
6188,"sez","sent1260"
6189,"sfb","lang1248"
6190,"sfe","east2694"
6191,"sfm","smal1236"
6192,"sfs","sout1404"
6193,"sfw","sehw1238"
6194,"sga","oldi1245"
6195,"sgb","maga1263"
6196,"sgc","kips1239"
6197,"sgd","suri1273"
6198,"sge","sega1243"
6199,"sgg","swis1240"
6200,"sgi","suga1248"
6201,"sgk","sang1320"
6202,"sgm","sing1266"
6203,"sgp","sing1264"
6204,"sgr","sang1315"
6205,"sgt","brok1248"
6206,"sgu","sala1269"
6207,"sgx","sier1246"
6208,"shc","sond1250"
6209,"shd","kund1257"
6210,"she","shek1245"
6211,"shl","shen1247"
6212,"sho","shan1282"
6213,"shq","sala1266"
6214,"shr","shii1238"
6215,"shw","shwa1239"
6216,"shx","shee1238"
6217,"sia","akka1237"
6218,"sib","sebo1238"
6219,"sie","sima1258"
6220,"sig","paas1238"
6221,"sih","zire1240"
6222,"sii","shom1245"
6223,"sij","numb1247"
6224,"sik","siki1239"
6225,"sil","tumu1242"
6226,"sim","mend1268"
6227,"siq","soni1260"
6228,"sir","siri1278"
6229,"siu","sina1269"
6230,"siv","suma1269"
6231,"six","suma1270"
6232,"siy","siva1239"
6233,"sjb","saja1241"
6234,"sje","pite1240"
6235,"sjk","kemi1239"
6236,"sjl","saja1240"
6237,"sjm","mapu1244"
6238,"sjo","xibe1242"
6239,"sjp","surj1235"
6240,"sjs","senh1238"
6241,"sjt","ters1235"
6242,"sju","umes1235"
6243,"skc","sauk1252"
6244,"ske","seke1241"
6245,"skg","saka1291"
6246,"skk","sokk1239"
6247,"skm","saka1292"
6248,"skn","koli1253"
6249,"sko","seko1242"
6250,"skp","seka1248"
6251,"skq","sini1242"
6252,"skr","sera1259"
6253,"sks","maia1254"
6254,"skt","saka1287"
6255,"skw","skep1238"
6256,"skx","seko1243"
6257,"sky","sika1261"
6258,"skz","seka1247"
6259,"sle","shol1240"
6260,"slf","swis1235"
6261,"slg","selu1243"
6262,"sli","lowe1388"
6263,"slj","salu1254"
6264,"slm","pang1291"
6265,"slq","salc1238"
6266,"slt","sila1247"
6267,"slw","sial1240"
6268,"slx","sala1268"
6269,"smb","simb1255"
6270,"smc","somm1240"
6271,"smd","sama1300"
6272,"smf","auwe1239"
6273,"smg","simb1259"
6274,"smh","same1240"
6275,"smj","lule1254"
6276,"smk","boli1256"
6277,"sml","cent2092"
6278,"smm","musa1263"
6279,"smn","inar1241"
6280,"smp","sama1313"
6281,"sms","skol1241"
6282,"smt","simt1238"
6283,"smu","somr1240"
6284,"smv","samv1238"
6285,"smw","sumb1241"
6286,"smx","samb1309"
6287,"smy","semn1249"
6288,"smz","sime1242"
6289,"snb","sebu1243"
6290,"sne","baub1235"
6291,"sng","sang1331"
6292,"snh","shin1267"
6293,"sni","sens1242"
6294,"snj","rive1257"
6295,"snl","sang1337"
6296,"snm","sout2828"
6297,"snr","siha1245"
6298,"sns","sout2857"
6299,"snu","seng1285"
6300,"snw","sele1249"
6301,"snx","samm1244"
6302,"sny","sani1270"
6303,"snz","sins1241"
6304,"soa","thai1259"
6305,"soc","sode1235"
6306,"sod","song1300"
6307,"soe","song1305"
6308,"sog","sogd1245"
6309,"soh","akaa1242"
6310,"soi","sonh1238"
6311,"soj","soii1239"
6312,"sok","soko1263"
6313,"sol","solo1257"
6314,"soo","song1299"
6315,"soq","kana1288"
6316,"sor","somr1248"
6317,"sos","seek1238"
6318,"sou","sout2746"
6319,"sow","sowa1245"
6320,"sox","soca1235"
6321,"soy","miyo1238"
6322,"soz","temi1247"
6323,"spb","sepa1242"
6324,"spc","sape1238"
6325,"spd","saep1240"
6326,"spe","sepa1241"
6327,"spg","sian1255"
6328,"spi","sapo1254"
6329,"spk","seng1284"
6330,"spm","sepe1240"
6331,"spq","lore1243"
6332,"spr","sapa1251"
6333,"spt","spit1240"
6334,"sqa","sham1278"
6335,"sqh","shau1238"
6336,"sqk","alba1271"
6337,"sqm","suma1264"
6338,"sqn","susq1241"
6339,"sqo","sork1239"
6340,"sqq","souu1238"
6341,"sqs","sril1237"
6342,"sra","saru1243"
6343,"src","logu1236"
6344,"sre","sara1329"
6345,"srf","nafi1237"
6346,"srg","sulo1237"
6347,"srh","sari1246"
6348,"srk","seru1246"
6349,"srt","saur1251"
6350,"srv","wara1299"
6351,"srw","seru1245"
6352,"srx","sirm1239"
6353,"sry","sera1260"
6354,"srz","shah1253"
6355,"ssc","suba1252"
6356,"ssg","seim1238"
6357,"ssh","shih1239"
6358,"ssi","sans1271"
6359,"ssj","saus1246"
6360,"ssk","suna1241"
6361,"ssl","west2465"
6362,"ssm","semn1250"
6363,"sso","siss1243"
6364,"ssq","cent2074"
6365,"ssr","swis1241"
6366,"sss","sooo1254"
6367,"ssu","susu1251"
6368,"ssv","shar1244"
6369,"ssx","samb1321"
6370,"ssz","seng1281"
6371,"sta","sett1235"
6372,"stb","nort2885"
6373,"std","sent1241"
6374,"ste","lian1255"
6375,"stf","seta1245"
6376,"stg","trie1243"
6377,"sth","shel1236"
6378,"sti","bulo1242"
6379,"stj","maty1235"
6380,"stk","aram1253"
6381,"stl","stel1238"
6382,"stm","seta1246"
6383,"stn","owaa1237"
6384,"stq","sate1242"
6385,"sts","shum1235"
6386,"stu","samt1238"
6387,"stv","silt1240"
6388,"stw","sata1237"
6389,"suc","west2557"
6390,"sug","suga1249"
6391,"suj","shub1238"
6392,"sut","subt1250"
6393,"suw","sumb1240"
6394,"sux","sume1241"
6395,"suz","sunw1242"
6396,"svb","ulau1237"
6397,"svc","vinc1243"
6398,"sve","seri1255"
6399,"svk","slov1263"
6400,"svl",NA
6401,"svm","slav1254"
6402,"swc","cong1236"
6403,"swf","sere1264"
6404,"swg","swab1242"
6405,"swj","sira1266"
6406,"swk","mala1475"
6407,"swm","samo1306"
6408,"swn","sawk1238"
6409,"swo","shan1283"
6410,"swp","suau1242"
6411,"swq","shar1249"
6412,"sws","selu1242"
6413,"swu","suwa1241"
6414,"sww","sowa1244"
6415,"swy","saru1245"
6416,"sxb","suba1238"
6417,"sxe","sigh1238"
6418,"sxg","shix1238"
6419,"sxk","yonc1234"
6420,"sxm","samr1245"
6421,"sxr","saar1237"
6422,"sxs","sasa1247"
6423,"sxu","uppe1400"
6424,"sxw","saxw1241"
6425,"syb","cent2089"
6426,"syc","clas1252"
6427,"syi","seki1238"
6428,"syk","suku1272"
6429,"syl","sylh1242"
6430,"sym","maya1281"
6431,"syo","suoy1242"
6432,"sys","siny1243"
6433,"syw","kaga1252"
6434,"syx","osam1235"
6435,"syy","alsa1242"
6436,"szb","ngal1298"
6437,"szc","sema1265"
6438,"sze","seze1235"
6439,"szl","sile1253"
6440,"szn","sula1248"
6441,"szv","isuf1235"
6442,"tad","taus1252"
6443,"tag","tago1246"
6444,"tak","tala1295"
6445,"tal","tall1250"
6446,"tas","tayb1240"
6447,"tau","uppe1437"
6448,"taw","taii1241"
6449,"tax","tamk1242"
6450,"taz","toch1257"
6451,"tbe","tani1255"
6452,"tbf","mand1440"
6453,"tbj","tian1237"
6454,"tbk","cala1258"
6455,"tbm","tagb1255"
6456,"tbn","barr1251"
6457,"tbp","tawo1244"
6458,"tbr","tumt1243"
6459,"tbs","tang1356"
6460,"tbt","temb1270"
6461,"tbx","kapi1250"
6462,"tcd","tafi1243"
6463,"tce","sout2957"
6464,"tch","turk1310"
6465,"tci","wara1294"
6466,"tck","tchi1245"
6467,"tcl","tama1328"
6468,"tcm","tana1288"
6469,"tcn","tich1238"
6470,"tco","taun1248"
6471,"tcp","tawr1235"
6472,"tcq","kaiy1239"
6473,"tct","tenn1245"
6474,"tcu","sout2972"
6475,"tcw","tecp1235"
6476,"tda","tagd1238"
6477,"tdb","panc1246"
6478,"tdc","embe1261"
6479,"tdd","tain1252"
6480,"tde","tira1258"
6481,"tdf","tali1257"
6482,"tdg","west2415"
6483,"tdi","toma1248"
6484,"tdj","taji1246"
6485,"tdk","tamb1267"
6486,"tdl","surr1238"
6487,"tdo","teme1252"
6488,"tdq","tita1240"
6489,"tdr","todr1244"
6490,"tdt","tetu1246"
6491,"tdu","temp1235"
6492,"tdv","toro1249"
6493,"tdx","tand1256"
6494,"tdy","tady1237"
6495,"tec","teri1244"
6496,"tef","tere1272"
6497,"teg","teke1275"
6498,"tei","torr1259"
6499,"tek","ibal1241"
6500,"ten","tama1340"
6501,"tes","teng1272"
6502,"tev","teor1240"
6503,"tey","tuli1249"
6504,"tfo","tefa1238"
6505,"tga","saga1262"
6506,"tgb","tobi1239"
6507,"tgd","ciwo1236"
6508,"tgf","chal1267"
6509,"tgh","toba1282"
6510,"tgi","lawu1237"
6511,"tgj","tagi1241"
6512,"tgn","tand1258"
6513,"tgp","tang1347"
6514,"tgq","trin1273"
6515,"tgs","nume1241"
6516,"tgt","cent2090"
6517,"tgu","tang1355"
6518,"tgw","tagw1240"
6519,"tgx","tagi1240"
6520,"tgy","togo1252"
6521,"tgz","taga1279"
6522,"thc","taih1245"
6523,"the","chit1274"
6524,"thh","nort2956"
6525,"thi","tail1247"
6526,"thk","thar1283"
6527,"thl","dang1260"
6528,"thm","aheu1239"
6529,"thn","thac1235"
6530,"thq","koch1247"
6531,"thr","rana1246"
6532,"tht","tahl1239"
6533,"thu","thur1255"
6534,"thy","thaa1239"
6535,"thz","taya1257"
6536,"tia","tidi1241"
6537,"tic","tira1254"
6538,"tid","tidu1239"
6539,"tii","tien1242"
6540,"tij","tilu1238"
6541,"tim","timb1251"
6542,"tip","trim1239"
6543,"tiq","tief1242"
6544,"tis","masa1307"
6545,"tiu","adas1235"
6546,"tiz","taih1246"
6547,"tja","taju1238"
6548,"tjg","tunj1244"
6549,"tji","nort2732"
6550,"tjl","tail1248"
6551,"tjn","tonj1246"
6552,"tjo","tema1243"
6553,"tjs","sout2739"
6554,"tju","tjur1240"
6555,"tka","truk1242"
6556,"tkb","buks1238"
6557,"tkd","tuku1254"
6558,"tke","takw1238"
6559,"tkf","tuku1240"
6560,"tkg","tesa1236"
6561,"tkn","toku1246"
6562,"tkp","tiko1237"
6563,"tkq","teee1242"
6564,"tkt","kath1250"
6565,"tku","uppe1275"
6566,"tkv","murp1234"
6567,"tkx","tang1353"
6568,"tkz","taku1254"
6569,"tla","sout2977"
6570,"tlg","tofa1246"
6571,"tlk","talo1252"
6572,"tlm","tolo1255"
6573,"tln","talo1251"
6574,"tlp","filo1235"
6575,"tlq","tail1246"
6576,"tlr","tali1259"
6577,"tls","tamb1253"
6578,"tlt","telu1263"
6579,"tlu","tule1244"
6580,"tlv","tali1262"
6581,"tlx","kheh1237"
6582,"tmb","katb1237"
6583,"tme","trem1235"
6584,"tmf","toba1268"
6585,"tmg","tern1248"
6586,"tmi","tutu1241"
6587,"tmj","sama1240"
6588,"tmm","tait1248"
6589,"tmn","tama1335"
6590,"tmo","temo1243"
6591,"tmp","taim1250"
6592,"tmr","jewi1240"
6593,"tmt","tasm1246"
6594,"tmv","temb1272"
6595,"tmw","temu1239"
6596,"tmy","tami1290"
6597,"tmz","tama1338"
6598,"tnb","west2651"
6599,"tne","tino1235"
6600,"tng","toba1280"
6601,"tnh","maia1253"
6602,"tni","tand1253"
6603,"tnn","nort2847"
6604,"tno","toro1255"
6605,"tnp","whit1269"
6606,"tnq","tain1254"
6607,"tnr","bedi1235"
6608,"tns","teni1244"
6609,"tnu","tayk1238"
6610,"tnv","tang1330"
6611,"tnw","tons1239"
6612,"tnx","tane1237"
6613,"tny","tong1320"
6614,"tnz","tong1308"
6615,"toc","coyu1235"
6616,"tod","toma1245"
6617,"tof","gizr1240"
6618,"tog","tong1321"
6619,"toh","gito1238"
6620,"tom","tomb1243"
6621,"tor","togb1241"
6622,"tou","thoo1240"
6623,"tov","uppe1235"
6624,"tox","tobi1238"
6625,"toy","topo1243"
6626,"toz","tooo1238"
6627,"tpa","taup1242"
6628,"tpc","azoy1236"
6629,"tpe","tipp1239"
6630,"tpf","tarp1240"
6631,"tpg","kula1280"
6632,"tpl","tlac1237"
6633,"tpp","pisa1237"
6634,"tpu","tamp1251"
6635,"tpv","tana1281"
6636,"tpw","tupi1274"
6637,"tpz","tinp1237"
6638,"tql","leha1243"
6639,"tqm","turu1250"
6640,"tqn","teni1238"
6641,"tqp","tomo1244"
6642,"tqq","tunn1238"
6643,"tqr","toro1251"
6644,"tqt","west1511"
6645,"tqu","touo1238"
6646,"tra","tira1253"
6647,"trb","tere1276"
6648,"trd","turi1246"
6649,"tre","east2465"
6650,"trf","trin1276"
6651,"trh","tura1265"
6652,"trj","tora1267"
6653,"trl","trav1235"
6654,"trm","treg1243"
6655,"trq","sanm1298"
6656,"trt","tung1293"
6657,"tru","turo1239"
6658,"trx","trin1271"
6659,"try","turu1249"
6660,"trz","tora1263"
6661,"tsa","tsaa1242"
6662,"tsb","tsam1247"
6663,"tsc","tswa1255"
6664,"tsd","tsak1248"
6665,"tse","tuni1249"
6666,"tsh","tsuv1243"
6667,"tsk","sder1236"
6668,"tsl","tsun1242"
6669,"tsr","akei1237"
6670,"tst","tond1249"
6671,"tsw","tsis1238"
6672,"tsx","muba1238"
6673,"tsy","tebu1240"
6674,"ttb","gaaa1245"
6675,"ttd","taua1242"
6676,"tte","bwan1241"
6677,"ttf","tuot1238"
6678,"ttg","tuto1241"
6679,"tth","uppe1406"
6680,"ttj","toor1238"
6681,"ttk","toto1306"
6682,"ttl","tote1238"
6683,"ttn","towe1240"
6684,"tto","lowe1395"
6685,"ttp","tomb1245"
6686,"tts","nort2741"
6687,"ttu","tora1259"
6688,"ttw","long1406"
6689,"ttz","tsum1240"
6690,"tua","wiar1238"
6691,"tuc","mutu1242"
6692,"tud","tuxa1239"
6693,"tug","tuni1251"
6694,"tuj","tugu1246"
6695,"tul","tula1252"
6696,"tum","tumb1250"
6697,"tuu","tutu1242"
6698,"tux","tuxi1238"
6699,"tuy","tuge1241"
6700,"tuz","turk1306"
6701,"tva","vagh1249"
6702,"tvd","tsuv1239"
6703,"tve","teun1241"
6704,"tvm","tela1241"
6705,"tvn","tavo1242"
6706,"tvs","tave1240"
6707,"tvu","tune1261"
6708,"tvw","sedo1237"
6709,"tvy","timo1258"
6710,"twb","west2559"
6711,"twc","tesh1239"
6712,"twd","twen1241"
6713,"twe","teiw1235"
6714,"twg","tere1277"
6715,"twh","taid1250"
6716,"twl","tawa1270"
6717,"twn","twen1242"
6718,"two","tswa1237"
6719,"twp","eree1241"
6720,"twq","tasa1240"
6721,"twr","sout2971"
6722,"twt","turi1247"
6723,"tww","tuwa1242"
6724,"twx","tewe1238"
6725,"twy","tawo1243"
6726,"txa","tomb1244"
6727,"txc","tset1236"
6728,"txe","toto1304"
6729,"txg","tang1334"
6730,"txh","thra1250"
6731,"txj","tarj1235"
6732,"txm","tomi1243"
6733,"txo","toto1302"
6734,"txq","tiii1241"
6735,"txr","tart1237"
6736,"txs","tons1240"
6737,"txt","cita1245"
6738,"txy","tano1246"
6739,"tye","kyen1242"
6740,"tyh","oduu1239"
6741,"tyi","teke1281"
6742,"tyj","taid1248"
6743,"tyn","komb1274"
6744,"tyr","taid1249"
6745,"tys","tays1238"
6746,"tyt","tayt1241"
6747,"tyu","kuaa1238"
6748,"tyx","teke1276"
6749,"tyz","tayy1238"
6750,"tzi",NA
6751,"tzj","tzut1248"
6752,"tzl","talo1253"
6753,"tzo","tzot1259"
6754,"tzx","tabr1243"
6755,"uam","uamu1236"
6756,"uan","kuan1246"
6757,"uar","tair1256"
6758,"uba","uban1243"
6759,"ubi","ubii1238"
6760,"ubr","ubir1237"
6761,"uda","udaa1238"
6762,"udg","mudu1239"
6763,"udj","ujir1237"
6764,"udu","uduk1239"
6765,"ues","kiok1239"
6766,"ufi","ufim1240"
6767,"uga","ugar1238"
6768,"ugb","kuku1281"
6769,"uge","ughe1237"
6770,"ugo","ugon1239"
6771,"ugy","urug1238"
6772,"uha","uham1238"
6773,"uhn","dama1272"
6774,"uis","uisa1238"
6775,"uiv","iyiv1238"
6776,"uji","tanj1247"
6777,"uka","kabu1249"
6778,"ukg","ukur1240"
6779,"ukh","ukhw1241"
6780,"ukl","ukra1235"
6781,"ukp","ukpe1247"
6782,"ukq","ukwa1238"
6783,"uku","ukue1238"
6784,"ukw","ukwu1241"
6785,"uky","kuuk1243"
6786,"ula","fung1245"
6787,"ulb","uluk1257"
6788,"ulf","usku1243"
6789,"ull","ulla1237"
6790,"ulm","ulum1237"
6791,"uln","unse1236"
6792,"ulu","umal1238"
6793,"ulw","ulwa1239"
6794,"umd","umbi1243"
6795,"umg","umbu1256"
6796,"umi","ukit1237"
6797,"umm","umon1238"
6798,"umn","maky1235"
6799,"umr","umbu1235"
6800,"ums","pend1242"
6801,"una","nort2857"
6802,"une","unem1238"
6803,"unn","gana1278"
6804,"unu","unub1234"
6805,"unz","unde1235"
6806,"upi","umed1238"
6807,"urc","urni1239"
6808,"urg","urig1240"
6809,"urm","urap1239"
6810,"urn","urua1244"
6811,"uro","urap1240"
6812,"urp","urup1235"
6813,"urr","leha1244"
6814,"uru","urum1250"
6815,"urv","urua1242"
6816,"urw","sopp1247"
6817,"urx","urim1251"
6818,"ush","usho1238"
6819,"usi","usui1238"
6820,"usk","usag1244"
6821,"usp","uspa1245"
6822,"usu","uyaa1238"
6823,"uta","otan1238"
6824,"utp","amba1266"
6825,"utr","etul1245"
6826,"utu","utuu1240"
6827,"uun",NA
6828,"uuu","uuuu1243"
6829,"uve","west2516"
6830,"uvh","urii1240"
6831,"uvl","lote1237"
6832,"uya","doko1243"
6833,"uzs","sout2699"
6834,"vae","vale1250"
6835,"vah","varh1239"
6836,"val","vehe1237"
6837,"vao","vaoo1237"
6838,"vap","vaip1239"
6839,"vau","vanu1242"
6840,"vav","varl1238"
6841,"vbb","sout2883"
6842,"vel","velu1238"
6843,"vem","vemg1240"
6844,"veo","vent1242"
6845,"ver","momj1237"
6846,"vgr","vagh1246"
6847,"vgt","vlaa1235"
6848,"vic","virg1240"
6849,"vid","vidu1238"
6850,"vig","viem1243"
6851,"vin","vinz1238"
6852,"vis","vish1243"
6853,"vit","viti1241"
6854,"vki","ijaz1238"
6855,"vkj","kuja1239"
6856,"vkk","kaur1269"
6857,"vkl","kuli1254"
6858,"vkm","kama1372"
6859,"vko","kode1237"
6860,"vkp","korl1238"
6861,"vku","kurr1243"
6862,"vlp","valp1237"
6863,"vls","vlaa1240"
6864,"vmc","juxt1235"
6865,"vmd","mudu1241"
6866,"vme","east2462"
6867,"vmf","main1267"
6868,"vmg","mini1251"
6869,"vmh","mara1373"
6870,"vmi","miwa1242"
6871,"vmj","ixta1235"
6872,"vmk","makh1260"
6873,"vml","malg1242"
6874,"vmm","mitl1235"
6875,"vmp","soya1237"
6876,"vmq","soya1236"
6877,"vmr","mare1260"
6878,"vms","moks1249"
6879,"vmu","mulu1243"
6880,"vmv","vall1252"
6881,"vmw","makh1264"
6882,"vmx","tama1339"
6883,"vmy","ayau1235"
6884,"vmz","maza1296"
6885,"vnk","vano1237"
6886,"vnp","vuna1239"
6887,"vor","voro1240"
6888,"vra","vera1241"
6889,"vrs","vari1239"
6890,"vrt","burm1263"
6891,"vsi","mold1243"
6892,"vsl","vene1237"
6893,"vsv","vale1251"
6894,"vto","vito1235"
6895,"vum","vumb1238"
6896,"vun","vunj1238"
6897,"vwa","awac1238"
6898,"wab","wabb1237"
6899,"wad","wand1267"
6900,"wae","wals1238"
6901,"waf","wako1235"
6902,"wag","waem1237"
6903,"wah","watu1247"
6904,"wai","ware1254"
6905,"waj","waff1241"
6906,"wat","kani1281"
6907,"wav","waka1275"
6908,"waz","wamp1248"
6909,"wbb","wabo1240"
6910,"wbe","wari1264"
6911,"wbf","wara1292"
6912,"wbh","wand1264"
6913,"wbi","vwan1235"
6914,"wbm","nucl1290"
6915,"wbq","wadd1237"
6916,"wbr","wagd1238"
6917,"wbw","woii1237"
6918,"wci","waci1239"
6919,"wdd","wand1266"
6920,"wdg","wada1263"
6921,"wdu","wadj1255"
6922,"wea","wewa1238"
6923,"wec","wewe1238"
6924,"weh","wehh1238"
6925,"wei","were1244"
6926,"weo","nort2864"
6927,"wes","came1254"
6928,"wet","pera1257"
6929,"wew","weje1237"
6930,"wfg","yafi1240"
6931,"wga","waga1260"
6932,"wgb","waga1268"
6933,"wgo","waig1244"
6934,"wgu","wira1265"
6935,"wha","manu1258"
6936,"whk","waha1238"
6937,"whu","waha1239"
6938,"wie","wike1239"
6939,"wif","wikk1239"
6940,"wih","wikm1246"
6941,"wii","mini1253"
6942,"wij","wiki1239"
6943,"wik","wika1238"
6944,"wil","wila1240"
6945,"wir","wira1264"
6946,"wiu","wiru1244"
6947,"wja","waja1259"
6948,"wji","warj1253"
6949,"wka","kwad1248"
6950,"wkb","kumb1267"
6951,"wkd","wakd1237"
6952,"wkl","kala1255"
6953,"wku","kund1253"
6954,"wla","nucl1453"
6955,"wlc","mwal1237"
6956,"wli","waio1238"
6957,"wlk","wail1244"
6958,"wll","wali1262"
6959,"wln","wall1255"
6960,"wlr","wail1242"
6961,"wlu","wuli1242"
6962,"wlv","wich1263"
6963,"wlw","wala1269"
6964,"wlx","wali1263"
6965,"wly","wali1261"
6966,"wma","mawa1236"
6967,"wmc","wama1247"
6968,"wmh","waim1252"
6969,"wmi","wami1239"
6970,"wmm","maiw1250"
6971,"wmn","waam1236"
6972,"wmo","womp1235"
6973,"wmw","mwan1247"
6974,"wnb","wana1269"
6975,"wne","wane1241"
6976,"wni","ndzw1235"
6977,"wnk","wanu1241"
6978,"wnm","wang1289"
6979,"wno","wano1243"
6980,"wnp","wana1268"
6981,"wny","wany1247"
6982,"woc","woge1237"
6983,"wod","wola1243"
6984,"wof","gamb1252"
6985,"wok","long1387"
6986,"wom","womn1235"
6987,"won","wong1247"
6988,"woo","mano1275"
6989,"wor","wori1246"
6990,"wow","wawo1239"
6991,"woy","weyt1237"
6992,"wpc","maco1239"
6993,"wre","ware1252"
6994,"wrh","wira1262"
6995,"wri","wari1262"
6996,"wrk","gara1269"
6997,"wrl","warl1255"
6998,"wrn","warn1244"
6999,"wro","worr1237"
7000,"wru","waru1266"
7001,"wrv","waru1267"
7002,"wrw","gugu1256"
7003,"wrx","waer1237"
7004,"wry","merw1238"
7005,"wsi","wusi1237"
7006,"wsr","owen1244"
7007,"wss","wasa1244"
7008,"wsu","wasu1238"
7009,"wsv","wota1240"
7010,"wtf","dump1243"
7011,"wtk","wata1251"
7012,"wtm","mewa1250"
7013,"wtw","wotu1240"
7014,"wua","wikn1246"
7015,"wub","wuna1249"
7016,"wud","wudu1238"
7017,"wuh","wutu1241"
7018,"wul","sili1249"
7019,"wum","wumb1242"
7020,"wun","bung1265"
7021,"wur","wurr1238"
7022,"wut","wutu1244"
7023,"wuv","wuvu1239"
7024,"wux","wuln1239"
7025,"wuy","wauy1237"
7026,"wwb","waka1282"
7027,"wwo","weta1242"
7028,"www","wawa1246"
7029,"wxa","waxi1236"
7030,"wym","wymy1235"
7031,"wyr","wayo1238"
7032,"xaa","anda1287"
7033,"xab","samb1307"
7034,"xad","adai1235"
7035,"xag","aghw1237"
7036,"xai","kaim1235"
7037,"xan","xamt1239"
7038,"xap","apal1237"
7039,"xar","kara1497"
7040,"xat","kata1270"
7041,"xau","kauw1242"
7042,"xay","kaya1324"
7043,"xbc","bact1239"
7044,"xbn","kena1236"
7045,"xbo","bolg1250"
7046,"xbw","kamb1239"
7047,"xcc","camu1235"
7048,"xce","celt1247"
7049,"xcg","cisa1237"
7050,"xcn","coto1248"
7051,"xco","khwa1238"
7052,"xcr","cari1274"
7053,"xct","clas1254"
7054,"xcv","chuv1256"
7055,"xcy","cayu1241"
7056,"xdc","daci1234"
7057,"xdy","mala1480"
7058,"xeb","ebla1238"
7059,"xeg","xegw1238"
7060,"xel","kelo1246"
7061,"xem","kemb1249"
7062,"xes","kesa1244"
7063,"xeu","keor1235"
7064,"xfa","fali1291"
7065,"xga","gala1252"
7066,"xgb","gbin1239"
7067,"xgu","ungg1243"
7068,"xhd","hadr1235"
7069,"xhe","khet1238"
7070,"xht","hatt1246"
7071,"xhu","hurr1240"
7072,"xib","iber1250"
7073,"xii","xiri1242"
7074,"xil","illy1234"
7075,"xip","xipi1238"
7076,"xka","kalk1245"
7077,"xkb","mani1294"
7078,"xkc","khoi1250"
7079,"xkd","mend1267"
7080,"xke","kere1285"
7081,"xkf","khen1241"
7082,"xkg","kago1248"
7083,"xkh","kara1475"
7084,"xkj","kaja1247"
7085,"xkk","kaco1239"
7086,"xkl","main1275"
7087,"xkn","kaya1325"
7088,"xko","kior1239"
7089,"xkq","koro1311"
7090,"xkr","xakr1238"
7091,"xks","kumb1274"
7092,"xkt","kant1249"
7093,"xku","kaam1238"
7094,"xkv","kgal1244"
7095,"xkw","kemb1250"
7096,"xkx","karo1298"
7097,"xky","umal1239"
7098,"xkz","kurt1248"
7099,"xla","kamu1260"
7100,"xlc","lyci1241"
7101,"xld","lydi1241"
7102,"xle","lemn1237"
7103,"xlo","loup1243"
7104,"xlp","lepo1240"
7105,"xls","lusi1235"
7106,"xlu","cune1239"
7107,"xly","elym1237"
7108,"xma","mush1238"
7109,"xmb","mbon1252"
7110,"xmc","makh1262"
7111,"xmd","mbed1242"
7112,"xmg","meng1264"
7113,"xmh","kuku1283"
7114,"xmi","miar1236"
7115,"xmj","maje1243"
7116,"xml","mala1412"
7117,"xmo","more1262"
7118,"xmp","kuku1282"
7119,"xmr","mero1237"
7120,"xms","moro1242"
7121,"xmt","matb1237"
7122,"xmv","anta1255"
7123,"xmw","tsim1257"
7124,"xmx","made1253"
7125,"xmy","maya1280"
7126,"xmz","mori1268"
7127,"xna","anci1245"
7128,"xnb","kana1286"
7129,"xnn","nort2877"
7130,"xno","angl1258"
7131,"xoc","ochi1235"
7132,"xod","koko1265"
7133,"xog","soga1242"
7134,"xoi","komi1271"
7135,"xoo","xuku1239"
7136,"xop","kopa1248"
7137,"xow","kowa1245"
7138,"xpc","pech1242"
7139,"xpg","phry1239"
7140,"xpi","pict1238"
7141,"xpk","kuli1255"
7142,"xpm","pump1237"
7143,"xpn","kapi1248"
7144,"xpo","poch1244"
7145,"xpr","part1239"
7146,"xps","pisi1234"
7147,"xpu","puni1241"
7148,"xqt","qata1238"
7149,"xrb","east2398"
7150,"xre","krey1238"
7151,"xrn","arin1243"
7152,"xrr","raet1238"
7153,"xru","marr1256"
7154,"xrw","kara1495"
7155,"xsa","saba1279"
7156,"xsb","tina1248"
7157,"xsd","side1240"
7158,"xse","semp1241"
7159,"xsh","sham1277"
7160,"xsn","sang1329"
7161,"xsp","silo1240"
7162,"xsq","makh1266"
7163,"xss","assa1266"
7164,"xsy","sais1237"
7165,"xta","alco1235"
7166,"xtb","chaz1235"
7167,"xtd","diux1235"
7168,"xtg","tran1282"
7169,"xti","sini1243"
7170,"xtj","sanj1282"
7171,"xtl","tija1235"
7172,"xtm","magd1235"
7173,"xtn","nort2985"
7174,"xtp","sanm1294"
7175,"xtq","tums1237"
7176,"xts","sind1277"
7177,"xtt","taca1257"
7178,"xtu","cuya1240"
7179,"xtw","tawa1278"
7180,"xty","yolo1241"
7181,"xua","aluk1238"
7182,"xug","kuni1268"
7183,"xum","umbr1253"
7184,"xur","urar1245"
7185,"xut","kuth1240"
7186,"xve","vene1257"
7187,"xvi","kamv1242"
7188,"xwc","wocc1242"
7189,"xwe","xwel1235"
